device_name,date,time,temp,humid,soil,soil_temp,salt,bat,batcharge,wifi_ssid
4417938f3de8,22-12-2022,23:42,17.3,41,44,4095.938,0,84,,Fly in the sky 2.4g
4417938f3de8,22-12-2022,23:48,17.4,41,44,4095.938,0,84,,Fly in the sky 2.4g
4417938f3de8,22-12-2022,23:53,17.4,41,46,4095.938,0,84,,Fly in the sky 2.4g
4417938f3de8,22-12-2022,23:58,17.2,42,45,4095.938,0,84,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:03,17.2,42,46,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:08,17.2,43,45,4095.938,0,84,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:13,17.2,43,46,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:19,17.2,43,45,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:24,17,42,44,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:29,17,43,47,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:34,17,42,44,4095.938,0,68,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:39,17,42,45,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:45,17,43,45,4095.938,0,82,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:50,16.9,46,46,4095.938,0,82,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,0:55,16.9,43,44,4095.938,0,83,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:01,17,44,45,4095.938,0,80,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:07,17.1,44,44,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:12,17.1,42,45,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:17,17,42,44,4095.938,0,82,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:22,17,43,44,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:27,16.9,45,46,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:33,16.8,43,45,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:38,16.8,43,45,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:43,16.8,45,45,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:48,16.7,44,45,4095.938,0,81,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,1:53,16.7,46,45,4095.938,0,80,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:00,16.6,48,45,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:05,16.7,47,45,4095.938,0,79,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:10,16.6,47,45,4095.938,0,79,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:16,16.6,49,44,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:21,16.6,48,45,4095.938,0,79,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:26,16.6,46,44,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:31,16.8,45,44,4095.938,0,57,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:37,17,44,43,4095.938,0,79,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:42,17.4,42,46,4095.938,0,79,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:47,17.6,41,43,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:52,17.8,40,45,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,2:57,18,41,46,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:03,18,39,44,4095.938,0,66,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:08,18.1,39,46,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:13,18.2,40,43,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:18,18.2,38,44,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:23,18.4,37,46,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:28,18.4,36,43,4095.938,0,78,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:34,18.6,35,45,4095.938,0,62,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:45,19.2,33,45,4095.938,0,77,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:51,19,33,45,4095.938,0,77,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,3:56,18.8,33,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:01,18.9,33,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:06,18.8,33,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:11,19,32,45,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:17,19,32,46,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:22,19,32,43,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:27,19.1,31,43,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:32,19,31,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:37,18.9,31,44,4095.938,0,58,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:42,18.9,31,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:48,18.8,31,45,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:53,18.7,33,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,4:58,18.5,32,44,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:03,18.5,33,43,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:09,18.4,33,44,4095.938,0,61,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:14,18.3,33,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:19,18.3,33,44,4095.938,0,76,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:24,18.3,32,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:29,18.4,32,45,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:34,18.5,31,44,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:40,18.6,31,44,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:45,18.7,30,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:50,18.7,31,43,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,5:55,18.7,31,44,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:00,18.7,31,43,4095.938,0,56,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:06,18.7,30,44,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:11,18.7,30,44,4095.938,0,75,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:16,18.8,30,41,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:21,18.8,30,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:26,18.8,30,44,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:31,18.9,29,43,4095.938,0,56,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:37,18.9,29,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:42,19,30,43,4095.938,0,55,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:47,18.9,29,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:52,18.8,29,42,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,6:57,18.9,29,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:03,18.9,29,42,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:08,19.1,29,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:13,19.1,28,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:18,19.2,28,44,4095.938,0,55,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:23,19.2,28,44,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:28,19.2,28,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:34,19.1,35,44,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:39,18.5,33,43,4095.938,0,54,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:44,18.3,35,43,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:50,18.5,32,43,4095.938,0,71,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,7:55,18.9,30,43,4095.938,0,72,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:00,18.9,31,43,4095.938,0,72,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:06,19,29,42,4095.938,0,73,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:11,19.1,29,44,4095.938,0,72,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:16,19.1,30,44,4095.938,0,73,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:21,18.9,29,44,4095.938,0,74,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:26,18.8,30,43,4095.938,0,73,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:38,19.1,30,44,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:43,18.8,31,43,4095.938,0,71,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:50,18.6,31,43,4095.938,0,69,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,8:55,18.8,30,43,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:01,18.7,30,43,4095.938,0,71,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:06,18.7,30,43,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:11,18.7,30,43,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:16,18.8,29,43,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:21,18.9,30,42,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:27,19,29,44,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:32,19,29,44,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:37,19,30,42,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:42,19,31,42,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:48,19,30,41,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:53,19.1,30,42,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,9:58,19.2,29,42,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:03,19.3,29,41,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:08,19.4,28,44,4095.938,0,49,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:14,19.4,28,41,4095.938,0,49,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:19,19.4,29,41,4095.938,0,49,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:24,19.2,38,42,4095.938,0,70,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:29,18.7,43,41,4095.938,0,69,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:34,18.8,46,40,4095.938,0,69,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:40,18.9,46,41,4095.938,0,48,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:45,18.9,44,41,4095.938,0,68,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:50,19,44,43,4095.938,0,69,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,10:55,19.2,43,42,4095.938,0,68,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:01,19.2,43,41,4095.938,0,47,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:06,19,44,42,4095.938,0,67,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:11,18.8,45,42,4095.938,0,68,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:16,18.9,45,43,4095.938,0,67,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:21,19,45,42,4095.938,0,67,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:27,19.2,45,42,4095.938,0,67,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:38,20.9,39,42,4095.938,0,66,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:50,21,37,43,4095.938,0,65,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,11:56,20.5,36,42,4095.938,0,63,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:01,20,37,41,4095.938,0,63,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:13,20.3,39,41,4095.938,0,61,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:18,20.4,37,42,4095.938,0,40,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:23,20.1,37,42,4095.938,0,61,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:28,20,36,41,4095.938,0,60,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:33,20,37,41,4095.938,0,61,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:39,20,36,46,4095.938,0,60,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,12:50,20.7,37,40,4095.938,0,56,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:02,20.7,36,41,4095.938,0,53,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:08,20.6,35,41,4095.938,0,53,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:13,20.6,35,42,4095.938,0,53,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:18,20.6,35,42,4095.938,0,52,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:23,20.7,34,43,4095.938,0,53,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:28,21,35,48,4095.938,0,52,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:33,21.1,35,40,4095.938,0,51,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:39,21.1,36,41,4095.938,0,52,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:44,21.1,36,42,4095.938,0,51,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:49,21.2,38,41,4095.938,0,51,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:54,21,37,43,4095.938,0,51,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,13:59,21,37,40,4095.938,0,29,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:05,20.8,38,41,4095.938,0,29,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:10,20.7,39,42,4095.938,0,50,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:15,20.7,38,42,4095.938,0,50,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:20,20.7,38,42,4095.938,0,50,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:25,21.1,38,42,4095.938,0,50,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:30,21.4,38,41,4095.938,0,50,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:36,21.5,39,43,4095.938,0,28,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:41,21.7,38,41,4095.938,0,50,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:46,21.8,39,41,4095.938,0,49,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:51,21.7,40,42,4095.938,0,29,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,14:56,21.8,42,43,4095.938,0,49,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:01,22,43,42,4095.938,0,48,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:07,22.7,42,41,4095.938,0,29,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:12,22.8,42,39,4095.938,0,47,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:17,22.5,42,41,4095.938,0,47,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:22,22,43,42,4095.938,0,39,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:27,21.7,43,42,4095.938,0,47,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:33,21.2,50,41,4095.938,0,47,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:38,19.8,64,43,4095.938,0,45,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:43,18.2,71,45,4095.938,0,44,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:48,18,71,48,4095.938,0,43,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:53,18.2,69,45,4095.938,0,43,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,15:58,18.4,67,44,4095.938,0,25,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:04,18.5,63,45,4095.938,0,43,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:09,18.4,64,45,4095.938,0,43,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:14,16.8,78,50,4095.938,0,43,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:19,15.6,87,61,4095.938,0,40,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:31,15.6,87,73,4095.938,0,33,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:36,15.7,87,63,4095.938,0,35,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:41,15.6,86,62,4095.938,0,34,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:47,15.7,86,63,4095.938,0,31,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:52,15.8,85,61,4095.938,0,34,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,16:57,15.9,84,61,4095.938,0,34,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:02,16,83,66,4095.938,0,20,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:07,16.1,84,63,4095.938,0,33,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:12,16.2,83,61,4095.938,0,33,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:18,16.2,82,59,4095.938,0,32,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:23,16.3,83,64,4095.938,0,32,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:28,16.4,83,60,4095.938,0,33,,Fly in the sky 2.4g
4417938f3de8,23-12-2022,17:33,16.4,83,60,4095.938,0,32,,Fly in the sky 2.4g
